LAT,,,,,48.2085,48.2085,48.2085,48.2085,48.2085,48.2085,48.2085,48.2085,48.2085
2018,11,01,04,00,8.18,95.00,1021.70,0.00,79.00,0.00,0.00,12.41,150.46
2018,11,01,05,00,7.87,94.00,1021.50,0.00,21.00,0.00,0.00,12.39,144.46
2018,11,01,06,00,7.47,95.00,1021.50,0.00,100.00,0.00,0.00,13.55,140.39
2018,11,01,07,00,7.36,94.00,1021.30,0.00,100.00,0.00,3.56,13.61,142.52
2018,11,01,08,00,8.75,88.00,1021.10,0.00,21.00,46.60,105.02,14.02,138.12
2018,11,01,09,00,12.32,74.00,1020.30,0.00,38.00,35.74,242.08,18.12,139.03
2018,11,01,10,00,15.30,63.00,1019.90,0.00,30.00,40.85,338.20,22.39,143.50
2018,11,01,11,00,17.41,53.00,1019.60,0.00,27.00,42.77,412.96,26.18,148.50
2018,11,01,12,00,19.01,46.00,1018.80,0.00,100.00,0.00,430.76,27.87,151.45
2018,11,01,13,00,18.00,54.00,1018.30,0.00,100.00,0.00,172.66,25.15,170.94
2018,11,01,14,00,18.75,52.00,1018.50,0.00,100.00,0.00,165.54,22.90,163.56
2018,11,01,15,00,18.88,52.00,1017.60,0.00,100.00,0.00,85.44,23.59,164.05
2018,11,01,16,00,18.86,52.00,1018.10,0.00,100.00,0.00,25.81,22.18,166.87
2018,11,01,17,00,18.52,53.00,1018.60,0.00,100.00,0.00,1.78,19.30,165.96
2018,11,01,18,00,18.05,55.00,1018.30,0.00,100.00,0.00,0.00,17.90,164.85
2018,11,01,19,00,16.64,69.00,1019.60,0.00,100.00,0.00,0.00,15.14,182.73
2018,11,01,20,00,15.02,85.00,1020.10,0.80,100.00,0.00,0.00,17.11,157.75
2018,11,01,21,00,14.69,88.00,1018.80,1.20,100.00,0.00,0.00,23.23,139.40
2018,11,01,22,00,14.60,89.00,1018.90,0.00,11.40,0.00,0.00,22.74,156.68
2018,11,01,23,00,14.15,92.00,1019.00,0.00,4.80,0.00,0.00,21.41,163.39
2018,11,02,00,00,13.72,92.00,1019.00,0.00,2.70,0.00,0.00,18.60,165.43
2018,11,02,01,00,13.11,93.00,1019.50,0.00,4.50,0.00,0.00,14.00,162.03
2018,11,02,02,00,12.52,93.00,1019.40,0.00,61.00,0.00,0.00,12.41,163.14
2018,11,02,03,00,11.86,95.00,1019.70,0.00,2.40,0.00,0.00,9.96,167.47
2018,11,02,04,00,11.14,97.00,1020.20,0.00,0.60,0.00,0.00,6.84,180.00
2018,11,02,05,00,10.89,96.00,1020.00,0.00,4.00,0.00,0.00,4.33,184.76
2018,11,02,06,00,10.81,96.00,1021.20,0.00,4.00,0.00,0.00,2.10,210.96
2018,11,02,07,00,10.79,95.00,1021.10,0.00,100.00,0.00,1.78,1.14,198.43
2018,11,02,08,00,11.54,93.00,1022.10,0.00,100.00,0.00,88.11,1.44,360.00
2018,11,02,09,00,12.62,90.00,1023.30,0.00,34.00,38.30,233.18,4.20,59.04
2018,11,02,10,00,14.27,82.00,1022.80,0.00,0.60,59.62,325.74,3.60,36.87
2018,11,02,11,00,15.76,76.00,1022.40,0.00,100.00,0.00,408.51,3.05,45.00
2018,11,02,12,00,17.09,71.00,1022.80,0.00,60.00,21.70,358.67,4.35,65.56
2018,11,02,13,00,18.51,55.00,1021.70,0.00,100.00,0.00,369.35,12.10,112.75
2018,11,02,14,00,19.37,55.00,1021.30,0.00,100.00,0.00,276.79,12.59,120.96
2018,11,02,15,00,20.05,56.00,1021.50,0.00,100.00,0.00,207.37,11.72,132.51
2018,11,02,16,00,19.84,58.00,1020.80,0.00,100.00,0.00,129.05,9.73,128.99
2018,11,02,17,00,19.40,59.00,1020.90,0.00,93.00,0.39,16.02,8.67,131.63
2018,11,02,18,00,19.06,60.00,1021.60,0.00,100.00,0.00,0.00,4.90,126.03
2018,11,02,19,00,18.48,62.00,1021.00,0.00,100.00,0.00,0.00,1.14,108.43
2018,11,02,20,00,18.27,64.00,1022.00,0.00,100.00,0.00,0.00,1.08,360.00
2018,11,02,21,00,17.68,68.00,1021.90,0.00,100.00,0.00,0.00,3.24,360.00
2018,11,02,22,00,17.18,70.00,1021.70,0.00,100.00,0.00,0.00,4.61,38.66
2018,11,02,23,00,16.45,74.00,1021.90,0.00,57.00,0.00,0.00,5.15,102.09
2018,11,03,00,00,16.31,75.00,1021.70,0.00,100.00,0.00,0.00,5.60,135.00
2018,11,03,01,00,15.86,79.00,1022.30,0.00,100.00,0.00,0.00,3.22,116.57
2018,11,03,02,00,15.15,85.00,1022.30,0.00,100.00,0.00,0.00,4.61,38.66
2018,11,03,03,00,14.58,90.00,1022.10,0.00,100.00,0.00,0.00,3.88,21.80
2018,11,03,04,00,14.69,89.00,1022.20,0.00,94.00,0.00,0.00,5.19,326.31
2018,11,03,05,00,14.06,88.00,1022.60,0.00,76.00,0.00,0.00,10.59,305.31
2018,11,03,06,00,12.39,84.00,1023.10,0.00,24.00,0.00,0.00,12.41,286.86
2018,11,03,07,00,12.64,83.00,1023.70,0.00,2.40,18.77,1.78,13.98,281.89
2018,11,03,08,00,13.58,79.00,1023.80,0.00,2.70,58.28,97.90,14.59,285.75
2018,11,03,09,00,14.92,74.00,1023.80,0.00,5.70,56.36,231.40,12.52,288.43
2018,11,03,10,00,16.40,70.00,1024.10,0.00,100.00,0.00,335.53,13.22,299.36
2018,11,03,11,00,17.46,68.00,1024.10,0.00,5.70,56.36,388.04,13.20,295.87
2018,11,03,12,00,18.26,66.00,1023.90,0.00,3.60,57.70,429.87,12.88,296.57
2018,11,03,13,00,17.51,60.00,1024.00,0.00,89.00,3.19,415.63,13.71,336.80
2018,11,03,14,00,17.79,61.00,1024.40,0.00,86.00,5.11,349.77,12.14,348.02
2018,11,03,15,00,17.51,64.00,1024.30,0.00,4.80,56.94,259.88,11.93,354.81
2018,11,03,16,00,16.56,70.00,1024.20,0.00,4.50,57.13,137.95,12.37,351.63
2018,11,03,17,00,15.32,78.00,1024.50,0.00,47.00,17.71,16.02,11.28,343.30
2018,11,03,18,00,15.09,78.00,1024.50,0.00,100.00,0.00,0.00,11.61,352.87
2018,11,03,19,00,14.24,78.00,1024.00,0.00,1.50,0.00,0.00,11.16,360.00
2018,11,03,20,00,13.49,79.00,1023.90,0.00,0.00,0.00,0.00,10.82,3.81
2018,11,03,21,00,12.80,81.00,1024.00,0.00,0.00,0.00,0.00,9.03,4.57
2018,11,03,22,00,12.13,83.00,1024.00,0.00,12.00,0.00,0.00,8.65,2.39
2018,11,03,23,00,11.44,85.00,1023.60,0.00,96.00,0.00,0.00,9.73,2.12
2018,11,04,00,00,10.73,87.00,1023.00,0.00,18.00,0.00,0.00,8.65,357.61
2018,11,04,01,00,10.39,89.00,1023.00,0.00,24.00,0.00,0.00,7.56,360.00
2018,11,04,02,00,9.93,91.00,1022.50,0.00,46.00,0.00,0.00,7.24,354.29
2018,11,04,03,00,9.50,92.00,1021.60,0.00,35.00,0.00,0.00,5.45,352.41
2018,11,04,04,00,9.34,93.00,1021.30,0.00,93.00,0.00,0.00,4.68,360.00
2018,11,04,05,00,9.17,94.00,1021.40,0.00,100.00,0.00,0.00,4.33,355.24
2018,11,04,06,00,9.04,95.00,1021.00,0.00,100.00,0.00,0.00,4.33,4.76
2018,11,04,07,00,9.03,95.00,1020.40,0.00,100.00,0.00,0.00,1.30,33.69
2018,11,04,08,00,9.04,94.00,1020.70,0.00,100.00,0.00,43.61,2.41,116.57
2018,11,04,09,00,9.34,93.00,1021.00,0.00,100.00,0.00,123.71,5.62,140.19
2018,11,04,10,00,10.62,88.00,1020.60,0.00,100.00,0.00,210.04,6.37,137.29
2018,11,04,11,00,13.96,77.00,1019.40,0.00,5.40,56.55,357.78,10.09,124.82
2018,11,04,12,00,17.49,62.00,1018.50,0.00,2.70,58.28,436.99,14.57,129.99
2018,11,04,13,00,18.51,53.00,1018.80,0.00,19.00,47.87,412.96,21.13,135.69
2018,11,04,14,00,18.95,53.00,1018.60,0.00,0.90,59.43,361.34,22.42,137.60
2018,11,04,15,00,19.05,52.00,1017.90,0.00,0.90,59.43,264.33,22.45,138.90
2018,11,04,16,00,18.50,54.00,1017.80,0.00,1.80,58.85,136.17,19.68,140.19
2018,11,04,17,00,17.28,58.00,1017.90,0.00,4.80,32.16,14.24,16.64,141.15
2018,11,04,18,00,16.03,63.00,1017.80,0.00,30.00,0.00,0.00,15.55,137.82
2018,11,04,19,00,15.39,66.00,1017.80,0.00,100.00,0.00,0.00,15.82,138.69
2018,11,04,20,00,15.20,66.00,1017.90,0.00,100.00,0.00,0.00,16.42,142.13
2018,11,04,21,00,14.84,67.00,1017.90,0.00,100.00,0.00,0.00,16.42,142.13
2018,11,04,22,00,14.35,69.00,1017.80,0.00,100.00,0.00,0.00,15.82,138.69
2018,11,04,23,00,13.77,71.00,1017.50,0.00,100.00,0.00,0.00,16.09,139.54
2018,11,05,00,00,13.34,72.00,1017.90,0.00,100.00,0.00,0.00,15.79,136.85
2018,11,05,01,00,12.64,72.00,1018.30,0.00,100.00,0.00,0.00,14.77,133.03
2018,11,05,02,00,12.05,71.00,1017.40,0.00,100.00,0.00,0.00,15.53,134.06
2018,11,05,03,00,11.96,68.00,1017.50,0.00,100.00,0.00,0.00,16.04,135.91
2018,11,05,04,00,11.48,69.00,1017.60,0.00,30.00,0.00,0.00,16.04,135.91
2018,11,05,05,00,10.86,72.00,1017.40,0.00,38.00,0.00,0.00,15.82,138.69
2018,11,05,06,00,10.22,76.00,1018.00,0.00,46.00,0.00,0.00,15.28,136.91
2018,11,05,07,00,9.50,79.00,1018.40,0.00,23.10,12.21,0.89,14.80,131.05
2018,11,05,08,00,10.28,74.00,1018.20,0.00,58.00,22.98,88.11,15.58,130.31
2018,11,05,09,00,12.22,66.00,1018.70,0.00,56.00,24.26,203.81,17.06,134.14
2018,11,05,10,00,14.10,60.00,1018.60,0.00,30.00,40.85,312.39,18.58,135.78
2018,11,05,11,00,15.35,56.00,1017.90,0.00,19.80,47.36,396.05,19.86,135.00
2018,11,05,12,00,16.49,53.00,1018.20,0.00,8.10,54.83,432.54,20.90,132.21
2018,11,05,13,00,16.39,50.00,1017.40,0.00,30.00,40.85,389.82,23.17,135.63
2018,11,05,14,00,16.85,49.00,1016.70,0.00,30.00,40.85,331.97,23.33,141.89
2018,11,05,15,00,17.02,49.00,1017.30,0.00,30.00,40.85,237.63,22.98,144.57
2018,11,05,16,00,16.52,51.00,1016.90,0.00,30.00,40.85,117.48,21.27,146.04
2018,11,05,17,00,15.59,55.00,1017.10,0.00,30.00,22.05,10.68,18.78,147.53
2018,11,05,18,00,14.76,58.00,1017.50,0.00,30.00,0.00,0.00,17.60,149.24
2018,11,05,19,00,13.96,61.00,1017.30,0.00,21.00,0.00,0.00,16.90,153.43
2018,11,05,20,00,13.18,65.00,1018.00,0.00,10.80,0.00,0.00,15.94,154.59
2018,11,05,21,00,12.36,70.00,1018.40,0.00,6.90,0.00,0.00,14.97,152.82
2018,11,05,22,00,11.54,75.00,1018.30,0.00,58.00,0.00,0.00,14.20,149.53
2018,11,05,23,00,10.79,81.00,1018.50,0.00,56.00,0.00,0.00,11.79,148.74
2018,11,06,00,00,10.16,84.00,1018.10,0.00,35.00,0.00,0.00,11.68,146.31
2018,11,06,01,00,9.73,86.00,1018.40,0.00,100.00,0.00,0.00,12.39,144.46
2018,11,06,02,00,9.31,86.00,1018.20,0.00,6.90,0.00,0.00,13.28,147.17
2018,11,06,03,00,8.97,87.00,1017.50,0.00,0.00,0.00,0.00,14.19,144.29
2018,11,06,04,00,8.60,86.00,1017.30,0.00,0.60,0.00,0.00,15.41,142.59
2018,11,06,05,00,8.17,86.00,1018.10,0.00,0.00,0.00,0.00,14.06,140.19
2018,11,06,06,00,7.88,86.00,1017.80,0.00,5.00,0.00,0.00,13.24,135.00
2018,11,06,07,00,7.54,88.00,1017.80,0.00,32.00,9.66,0.00,14.00,133.96
2018,11,06,08,00,8.78,83.00,1018.20,0.00,0.00,60.00,76.54,16.81,133.26
2018,11,06,09,00,10.97,74.00,1017.80,0.00,3.90,57.51,210.93,18.58,134.22
2018,11,06,10,00,13.40,65.00,1018.00,0.00,0.60,59.62,325.74,18.63,131.08
2018,11,06,11,00,15.46,59.00,1017.20,0.00,4.80,56.94,393.38,22.15,135.66
2018,11,06,12,00,17.04,55.00,1016.70,0.00,0.60,59.62,422.75,25.26,139.04
2018,11,06,13,00,17.43,53.00,1016.60,0.00,0.00,60.00,401.39,26.93,142.06
2018,11,06,14,00,17.97,51.00,1016.30,0.00,0.00,60.00,341.76,27.22,142.52
2018,11,06,15,00,18.02,51.00,1015.80,0.00,0.00,60.00,242.97,26.87,144.82
2018,11,06,16,00,17.42,51.00,1015.50,0.00,0.00,60.00,115.70,24.48,143.97
2018,11,06,17,00,16.18,54.00,1015.80,0.00,0.00,30.91,8.90,21.53,141.79
2018,11,06,18,00,15.13,55.00,1015.80,0.00,0.00,0.00,0.00,21.44,139.09
2018,11,06,19,00,14.26,56.00,1016.20,0.00,0.00,0.00,0.00,21.25,141.19
2018,11,06,20,00,13.40,60.00,1016.40,0.00,7.20,0.00,0.00,21.25,141.19
2018,11,06,21,00,12.71,64.00,1016.70,0.00,6.00,0.00,0.00,20.81,142.73
2018,11,06,22,00,12.05,67.00,1016.60,0.00,0.60,0.00,0.00,19.80,143.13
2018,11,06,23,00,11.37,70.00,1016.40,0.00,0.00,0.00,0.00,18.12,139.03
2018,11,07,00,00,10.76,73.00,1016.90,0.00,0.00,0.00,0.00,16.80,135.00
2018,11,07,01,00,10.24,76.00,1017.10,0.00,0.00,0.00,0.00,16.83,131.53
2018,11,07,02,00,9.76,78.00,1016.70,0.00,0.90,0.00,0.00,16.56,132.36
2018,11,07,03,00,9.37,79.00,1016.80,0.00,3.30,0.00,0.00,15.82,131.31
2018,11,07,04,00,8.88,81.00,1016.70,0.00,4.80,0.00,0.00,16.36,129.64
2018,11,07,05,00,8.31,83.00,1017.10,0.00,5.40,0.00,0.00,16.60,130.60
2018,11,07,06,00,7.71,84.00,1017.40,0.00,7.80,0.00,0.00,16.64,128.85
2018,11,07,07,00,7.25,86.00,1017.30,0.00,10.20,11.68,0.00,16.87,129.81
2018,11,07,08,00,7.97,84.00,1017.90,0.00,13.20,51.57,82.77,17.34,131.63
2018,11,07,09,00,9.98,76.00,1018.20,0.00,14.10,51.00,217.16,17.38,129.96
2018,11,07,10,00,12.28,67.00,1017.80,0.00,18.90,47.94,322.18,20.37,133.57
2018,11,07,11,00,14.18,61.00,1017.30,0.00,30.00,40.85,382.70,21.41,132.27
2018,11,07,12,00,15.78,56.00,1017.00,0.00,24.60,44.30,414.74,23.93,136.22
2018,11,07,13,00,17.17,53.00,1015.30,0.00,9.00,54.26,407.62,26.50,143.29
2018,11,07,14,00,18.02,52.00,1014.90,0.00,12.00,52.34,348.88,26.87,144.82
2018,11,07,15,00,18.32,52.00,1014.90,0.00,14.10,51.00,251.87,25.81,149.86
2018,11,07,16,00,17.73,55.00,1015.00,0.00,30.00,20.06,123.71,23.03,155.04
2018,11,07,17,00,16.46,60.00,1015.20,0.00,30.00,0.00,9.79,19.34,155.82
2018,11,07,18,00,15.35,65.00,1015.60,0.00,30.00,0.00,0.00,18.40,149.42
2018,11,07,19,00,14.56,68.00,1015.60,0.00,30.00,0.00,0.00,19.47,146.31
2018,11,07,20,00,13.89,70.00,1015.90,0.00,48.00,0.00,0.00,20.47,145.75
2018,11,07,21,00,13.27,72.00,1016.00,0.00,100.00,0.00,0.00,19.47,146.31
2018,11,07,22,00,12.68,75.00,1016.40,0.00,100.00,0.00,0.00,17.87,145.67
2018,11,07,23,00,12.06,80.00,1016.30,0.00,100.00,0.00,0.00,15.68,148.13
2018,11,08,00,00,11.70,83.00,1015.80,0.00,100.00,0.00,0.00,14.51,150.26
2018,11,08,01,00,11.49,85.00,1016.50,0.00,100.00,0.00,0.00,14.51,150.26
2018,11,08,02,00,11.01,89.00,1017.30,0.00,100.00,0.00,0.00,13.05,155.56
2018,11,08,03,00,10.41,93.00,1016.90,0.00,100.00,0.00,0.00,10.83,158.55
2018,11,08,04,00,10.18,95.00,1016.70,0.00,100.00,0.00,0.00,8.53,152.35
2018,11,08,05,00,10.02,95.00,1017.70,0.00,100.00,0.00,0.00,5.99,147.26
2018,11,08,06,00,9.87,95.00,1018.50,0.00,100.00,0.00,0.00,3.10,125.54
2018,11,08,07,00,9.84,95.00,1018.70,0.00,100.00,0.00,0.00,1.44,90.00
2018,11,08,08,00,10.18,94.00,1019.70,0.00,100.00,0.00,44.50,1.44,90.00
2018,11,08,09,00,10.82,91.00,1020.40,0.00,100.00,0.00,139.73,0.51,135.00
2018,11,08,10,00,12.61,81.00,1020.30,0.00,45.00,31.28,265.22,1.84,281.31
2018,11,08,11,00,15.16,65.00,1020.00,0.00,30.00,40.85,356.00,3.26,263.66
2018,11,08,12,00,16.87,56.00,1019.70,0.00,30.00,40.85,390.71,4.45,255.96
2018,11,08,13,00,16.45,60.00,1020.80,0.00,8.40,54.64,398.72,5.32,331.70
2018,11,08,14,00,14.64,61.00,1021.80,0.00,4.80,56.94,341.76,7.93,320.53
2018,11,08,15,00,14.96,61.00,1022.00,0.00,6.60,55.79,247.42,5.96,334.98
2018,11,08,16,00,14.55,62.00,1021.60,0.00,6.30,26.16,119.26,3.96,360.00
2018,11,08,17,00,13.93,65.00,1021.80,0.00,18.00,0.00,8.01,2.74,66.80
2018,11,08,18,00,13.31,67.00,1021.90,0.00,100.00,0.00,0.00,4.10,105.26
2018,11,08,19,00,12.53,70.00,1021.90,0.00,20.00,0.00,0.00,5.09,135.00
2018,11,08,20,00,11.78,74.00,1021.70,0.00,0.00,0.00,0.00,4.39,145.01
2018,11,08,21,00,11.07,77.00,1021.80,0.00,0.00,0.00,0.00,3.60,143.13
2018,11,08,22,00,10.46,80.00,1021.90,0.00,0.00,0.00,0.00,3.56,135.00
2018,11,08,23,00,9.72,83.00,1021.40,0.00,0.00,0.00,0.00,3.88,111.80
